dataset,vertices,edges
aa28-er-10.edgelist,167,886
aa28-er-11.edgelist,167,891
aa28-er-12.edgelist,167,829
aa28-er-13.edgelist,167,865
aa28-er-14.edgelist,167,825
aa28-to-10.edgelist,167,571
aa28-to-11.edgelist,167,575
aa28-to-12.edgelist,167,538
aa28-to-13.edgelist,167,557
aa28-to-14.edgelist,167,524
aa29-ba-10.edgelist,277,1092
aa29-ba-11.edgelist,277,1092
aa29-ba-12.edgelist,277,1092
aa29-ba-13.edgelist,277,1092
aa29-ba-14.edgelist,277,1092
aa29-cl-10.edgelist,277,1024
aa29-cl-11.edgelist,277,1046
aa29-cl-12.edgelist,277,1112
aa29-cl-13.edgelist,277,1074
aa29-cl-14.edgelist,277,1028
aa29-er-10.edgelist,277,1061
aa29-er-11.edgelist,277,1054
aa29-er-12.edgelist,277,1017
aa29-er-13.edgelist,277,1067
aa29-er-14.edgelist,277,1030
aa29-to-10.edgelist,277,597
aa29-to-11.edgelist,277,608
aa29-to-12.edgelist,277,565
aa29-to-13.edgelist,277,614
aa29-to-14.edgelist,277,574
aa30-ba-10.edgelist,39,74
aa30-ba-11.edgelist,39,74
aa30-ba-12.edgelist,39,74
aa30-ba-13.edgelist,39,74
aa30-ba-14.edgelist,39,74
aa30-cl-10.edgelist,39,74
aa30-cl-11.edgelist,39,73
aa30-cl-12.edgelist,39,64
aa30-cl-13.edgelist,39,71
aa30-cl-14.edgelist,39,72
aa30-er-10.edgelist,39,75
aa30-er-11.edgelist,39,73
aa30-er-12.edgelist,39,63
aa30-er-13.edgelist,39,70
aa30-er-14.edgelist,39,73
aa30-to-10.edgelist,39,42
aa30-to-11.edgelist,39,49
aa30-to-12.edgelist,39,35
aa30-to-13.edgelist,39,48
aa30-to-14.edgelist,39,44
aa31-ba-10.edgelist,30,56
aa31-ba-11.edgelist,30,56
aa31-ba-12.edgelist,30,56
aa31-ba-13.edgelist,30,56
aa31-ba-14.edgelist,30,56
aa31-cl-10.edgelist,30,38
aa31-cl-11.edgelist,30,36
aa31-cl-12.edgelist,30,44
aa31-cl-13.edgelist,30,52
aa31-cl-14.edgelist,30,44
aa31-er-10.edgelist,30,50
aa31-er-11.edgelist,30,48
aa31-er-12.edgelist,30,43
aa31-er-13.edgelist,30,52
aa31-er-14.edgelist,30,45
aa31-to-10.edgelist,30,29
aa31-to-11.edgelist,30,27
aa31-to-12.edgelist,30,25
aa31-to-13.edgelist,30,33
aa31-to-14.edgelist,30,33
aa32-ba-10.edgelist,151,730
aa32-ba-11.edgelist,151,730
aa32-ba-12.edgelist,151,730
aa32-ba-13.edgelist,151,730
aa32-ba-14.edgelist,151,730
aa32-cl-10.edgelist,151,768
aa32-cl-11.edgelist,151,747
aa32-cl-12.edgelist,151,728
aa32-cl-13.edgelist,151,727
aa32-cl-14.edgelist,151,742
aa32-er-10.edgelist,151,772
aa32-er-11.edgelist,151,773
aa32-er-12.edgelist,151,715
aa32-er-13.edgelist,151,758
aa32-er-14.edgelist,151,725
aa32-to-10.edgelist,151,539
aa32-to-11.edgelist,151,522
aa32-to-12.edgelist,151,488
aa32-to-13.edgelist,151,509
aa32-to-14.edgelist,151,500
aa33-ba-10.edgelist,194,573
aa33-ba-11.edgelist,194,573
aa33-ba-12.edgelist,194,573
aa33-ba-13.edgelist,194,573
aa33-ba-14.edgelist,194,573
aa33-cl-10.edgelist,194,487
aa33-cl-11.edgelist,194,513
aa33-cl-12.edgelist,194,518
aa33-cl-13.edgelist,194,463
aa33-cl-14.edgelist,194,500
aa33-er-10.edgelist,194,507
aa33-er-11.edgelist,194,488
aa33-er-12.edgelist,194,493
aa33-er-13.edgelist,194,497
aa33-er-14.edgelist,194,484
aa33-to-10.edgelist,194,235
aa33-to-11.edgelist,194,256
aa33-to-12.edgelist,194,255
aa33-to-13.edgelist,194,245
aa33-to-14.edgelist,194,249
aa34-ba-10.edgelist,134,520
aa34-ba-11.edgelist,134,520
aa34-ba-12.edgelist,134,520
aa34-ba-13.edgelist,134,520
aa34-ba-14.edgelist,134,520
aa34-cl-10.edgelist,134,431
aa34-cl-11.edgelist,134,454
aa34-cl-12.edgelist,134,451
aa34-cl-13.edgelist,134,432
aa34-cl-14.edgelist,134,455
aa34-er-10.edgelist,134,440
aa34-er-11.edgelist,134,448
aa34-er-12.edgelist,134,411
aa34-er-13.edgelist,134,443
aa34-er-14.edgelist,134,431
aa34-to-10.edgelist,134,277
aa34-to-11.edgelist,134,247
aa34-to-12.edgelist,134,224
aa34-to-13.edgelist,134,260
aa34-to-14.edgelist,134,260
aa35-ba-10.edgelist,82,312
aa35-ba-11.edgelist,82,312
aa35-ba-12.edgelist,82,312
aa35-ba-13.edgelist,82,312
aa35-ba-14.edgelist,82,312
aa35-cl-10.edgelist,82,259
aa35-cl-11.edgelist,82,256
aa35-cl-12.edgelist,82,260
aa35-cl-13.edgelist,82,254
aa35-cl-14.edgelist,82,266
aa35-er-10.edgelist,82,259
aa35-er-11.edgelist,82,271
aa35-er-12.edgelist,82,247
aa35-er-13.edgelist,82,260
aa35-er-14.edgelist,82,262
aa35-to-10.edgelist,82,158
aa35-to-11.edgelist,82,162
aa35-to-12.edgelist,82,160
aa35-to-13.edgelist,82,171
aa35-to-14.edgelist,82,165
aa36-ba-10.edgelist,112,327
aa36-ba-11.edgelist,112,327
aa36-ba-12.edgelist,112,327
aa36-ba-13.edgelist,112,327
aa36-ba-14.edgelist,112,327
aa36-cl-10.edgelist,112,297
aa36-cl-11.edgelist,112,307
aa36-cl-12.edgelist,112,315
aa36-cl-13.edgelist,112,296
aa36-cl-14.edgelist,112,295
aa36-er-10.edgelist,112,294
aa36-er-11.edgelist,112,314
aa36-er-12.edgelist,112,299
aa36-er-13.edgelist,112,315
aa36-er-14.edgelist,112,307
aa36-to-10.edgelist,112,165
aa36-to-11.edgelist,112,187
aa36-to-12.edgelist,112,154
aa36-to-13.edgelist,112,174
aa36-to-14.edgelist,112,176
aa37-ba-10.edgelist,73,210
aa37-ba-11.edgelist,73,210
aa37-ba-12.edgelist,73,210
aa37-ba-13.edgelist,73,210
aa37-ba-14.edgelist,73,210
aa37-cl-10.edgelist,73,167
aa37-cl-11.edgelist,73,183
aa37-cl-12.edgelist,73,170
aa37-cl-13.edgelist,73,174
aa37-cl-14.edgelist,73,166
aa37-er-10.edgelist,73,168
aa37-er-11.edgelist,73,156
aa37-er-12.edgelist,73,149
aa37-er-13.edgelist,73,166
aa37-er-14.edgelist,73,161
aa37-to-10.edgelist,73,98
aa37-to-11.edgelist,73,91
aa37-to-12.edgelist,73,72
aa37-to-13.edgelist,73,85
aa37-to-14.edgelist,73,86
aa38-ba-10.edgelist,171,990
aa38-ba-11.edgelist,171,990
aa38-ba-12.edgelist,171,990
aa38-ba-13.edgelist,171,990
aa38-ba-14.edgelist,171,990
aa38-cl-10.edgelist,171,881
aa38-cl-11.edgelist,171,860
aa38-cl-12.edgelist,171,888
aa38-cl-13.edgelist,171,885
aa38-cl-14.edgelist,171,838
aa38-er-10.edgelist,171,890
aa38-er-11.edgelist,171,890
aa38-er-12.edgelist,171,849
aa38-er-13.edgelist,171,884
aa38-er-14.edgelist,171,815
aa38-to-10.edgelist,171,574
aa38-to-11.edgelist,171,585
aa38-to-12.edgelist,171,544
aa38-to-13.edgelist,171,575
aa38-to-14.edgelist,171,508
aa39-ba-10.edgelist,145,700
aa39-ba-11.edgelist,145,700
aa39-ba-12.edgelist,145,700
aa39-ba-13.edgelist,145,700
aa39-ba-14.edgelist,145,700
aa39-cl-10.edgelist,145,689
aa39-cl-11.edgelist,145,672
aa39-cl-12.edgelist,145,704
aa39-cl-13.edgelist,145,675
aa39-cl-14.edgelist,145,656
aa39-er-10.edgelist,145,710
aa39-er-11.edgelist,145,721
aa39-er-12.edgelist,145,645
aa39-er-13.edgelist,145,694
aa39-er-14.edgelist,145,673
aa39-to-10.edgelist,145,455
aa39-to-11.edgelist,145,443
aa39-to-12.edgelist,145,420
aa39-to-13.edgelist,145,446
aa39-to-14.edgelist,145,447
aa40-ba-10.edgelist,140,675
aa40-ba-11.edgelist,140,675
aa40-ba-12.edgelist,140,675
aa40-ba-13.edgelist,140,675
aa40-ba-14.edgelist,140,675
aa40-cl-10.edgelist,140,633
aa40-cl-11.edgelist,140,626
aa40-cl-12.edgelist,140,612
aa40-cl-13.edgelist,140,613
aa40-cl-14.edgelist,140,610
aa40-er-10.edgelist,140,627
aa40-er-11.edgelist,140,624
aa40-er-12.edgelist,140,578
aa40-er-13.edgelist,140,632
aa40-er-14.edgelist,140,603
aa40-to-10.edgelist,140,410
aa40-to-11.edgelist,140,413
aa40-to-12.edgelist,140,374
aa40-to-13.edgelist,140,401
aa40-to-14.edgelist,140,373
aa41-ba-10.edgelist,300,1764
aa41-ba-11.edgelist,300,1764
aa41-ba-12.edgelist,300,1764
aa41-ba-13.edgelist,300,1764
aa41-ba-14.edgelist,300,1764
aa41-cl-10.edgelist,300,1643
aa41-cl-11.edgelist,300,1640
aa41-cl-12.edgelist,300,1651
aa41-cl-13.edgelist,300,1598
aa41-cl-14.edgelist,300,1611
aa41-er-10.edgelist,300,1597
aa41-er-11.edgelist,300,1622
aa41-er-12.edgelist,300,1601
aa41-er-13.edgelist,300,1611
aa41-er-14.edgelist,300,1588
aa41-to-10.edgelist,300,991
aa41-to-11.edgelist,300,1000
aa41-to-12.edgelist,300,999
aa41-to-13.edgelist,300,1001
aa41-to-14.edgelist,300,993
aa42-ba-10.edgelist,237,1160
aa42-ba-11.edgelist,237,1160
aa42-ba-12.edgelist,237,1160
aa42-ba-13.edgelist,237,1160
aa42-ba-14.edgelist,237,1160
aa42-cl-10.edgelist,237,1094
aa42-cl-11.edgelist,237,1104
aa42-cl-12.edgelist,237,1067
aa42-cl-13.edgelist,237,1104
aa42-cl-14.edgelist,237,1078
aa42-er-10.edgelist,237,1115
aa42-er-11.edgelist,237,1123
aa42-er-12.edgelist,237,1089
aa42-er-13.edgelist,237,1110
aa42-er-14.edgelist,237,1076
aa42-to-10.edgelist,237,697
aa42-to-11.edgelist,237,680
aa42-to-12.edgelist,237,648
aa42-to-13.edgelist,237,703
aa42-to-14.edgelist,237,681
aa43-ba-10.edgelist,64,295
aa43-ba-11.edgelist,64,295
aa43-ba-12.edgelist,64,295
aa43-ba-13.edgelist,64,295
aa43-ba-14.edgelist,64,295
aa43-cl-10.edgelist,64,315
aa43-cl-11.edgelist,64,291
aa43-cl-12.edgelist,64,299
aa43-cl-13.edgelist,64,297
aa43-cl-14.edgelist,64,295
aa43-er-10.edgelist,64,290
aa43-er-11.edgelist,64,299
aa43-er-12.edgelist,64,297
aa43-er-13.edgelist,64,299
aa43-er-14.edgelist,64,327
aa43-to-10.edgelist,64,216
aa43-to-11.edgelist,64,216
aa43-to-12.edgelist,64,232
aa43-to-13.edgelist,64,236
aa43-to-14.edgelist,64,260
aa44-ba-10.edgelist,60,171
aa44-ba-11.edgelist,60,171
aa44-ba-12.edgelist,60,171
aa44-ba-13.edgelist,60,171
aa44-ba-14.edgelist,60,171
aa44-cl-10.edgelist,60,165
aa44-cl-11.edgelist,60,173
aa44-cl-12.edgelist,60,168
aa44-cl-13.edgelist,60,161
aa44-cl-14.edgelist,60,159
aa44-er-10.edgelist,60,165
aa44-er-11.edgelist,60,159
aa44-er-12.edgelist,60,145
aa44-er-13.edgelist,60,145
aa44-er-14.edgelist,60,153
aa44-to-10.edgelist,60,105
aa44-to-11.edgelist,60,114
aa44-to-12.edgelist,60,94
aa44-to-13.edgelist,60,98
aa44-to-14.edgelist,60,95
aa45-ba-10.edgelist,83,390
aa45-ba-11.edgelist,83,390
aa45-ba-12.edgelist,83,390
aa45-ba-13.edgelist,83,390
aa45-ba-14.edgelist,83,390
aa45-cl-10.edgelist,83,375
aa45-cl-11.edgelist,83,399
aa45-cl-12.edgelist,83,378
aa45-cl-13.edgelist,83,373
aa45-cl-14.edgelist,83,357
aa45-er-10.edgelist,83,356
aa45-er-11.edgelist,83,382
aa45-er-12.edgelist,83,376
aa45-er-13.edgelist,83,380
aa45-er-14.edgelist,83,380
aa45-to-10.edgelist,83,269
aa45-to-11.edgelist,83,264
aa45-to-12.edgelist,83,261
aa45-to-13.edgelist,83,275
aa45-to-14.edgelist,83,276
aa46-ba-10.edgelist,163,636
aa46-ba-11.edgelist,163,636
aa46-ba-12.edgelist,163,636
aa46-ba-13.edgelist,163,636
aa46-ba-14.edgelist,163,636
aa46-cl-10.edgelist,163,556
aa46-cl-11.edgelist,163,521
aa46-cl-12.edgelist,163,535
aa46-cl-13.edgelist,163,521
aa46-cl-14.edgelist,163,538
aa46-er-10.edgelist,163,517
aa46-er-11.edgelist,163,550
aa46-er-12.edgelist,163,508
aa46-er-13.edgelist,163,521
aa46-er-14.edgelist,163,507
aa46-to-10.edgelist,163,285
aa46-to-11.edgelist,163,321
aa46-to-12.edgelist,163,297
aa46-to-13.edgelist,163,289
aa46-to-14.edgelist,163,284
aa47-ba-10.edgelist,65,244
aa47-ba-11.edgelist,65,244
aa47-ba-12.edgelist,65,244
aa47-ba-13.edgelist,65,244
aa47-ba-14.edgelist,65,244
aa47-cl-10.edgelist,65,195
aa47-cl-11.edgelist,65,228
aa47-cl-12.edgelist,65,219
aa47-cl-13.edgelist,65,201
aa47-cl-14.edgelist,65,227
aa47-er-10.edgelist,65,229
aa47-er-11.edgelist,65,221
aa47-er-12.edgelist,65,218
aa47-er-13.edgelist,65,215
aa47-er-14.edgelist,65,238
aa47-to-10.edgelist,65,157
aa47-to-11.edgelist,65,153
aa47-to-12.edgelist,65,143
aa47-to-13.edgelist,65,155
aa47-to-14.edgelist,65,171
aa48-ba-10.edgelist,90,344
aa48-ba-11.edgelist,90,344
aa48-ba-12.edgelist,90,344
aa48-ba-13.edgelist,90,344
aa48-ba-14.edgelist,90,344
aa48-cl-10.edgelist,90,331
aa48-cl-11.edgelist,90,342
aa48-cl-12.edgelist,90,343
aa48-cl-13.edgelist,90,314
aa48-cl-14.edgelist,90,314
aa48-er-10.edgelist,90,332
aa48-er-11.edgelist,90,359
aa48-er-12.edgelist,90,330
aa48-er-13.edgelist,90,336
aa48-er-14.edgelist,90,331
aa48-to-10.edgelist,90,236
aa48-to-11.edgelist,90,248
aa48-to-12.edgelist,90,212
aa48-to-13.edgelist,90,231
aa48-to-14.edgelist,90,233
aa49-ba-10.edgelist,27,72
aa49-ba-11.edgelist,27,72
aa49-ba-12.edgelist,27,72
aa49-ba-13.edgelist,27,72
aa49-ba-14.edgelist,27,72
aa49-cl-10.edgelist,27,49
aa49-cl-11.edgelist,27,52
aa49-cl-12.edgelist,27,59
aa49-cl-13.edgelist,27,62
aa49-cl-14.edgelist,27,57
aa49-er-10.edgelist,27,64
aa49-er-11.edgelist,27,58
aa49-er-12.edgelist,27,56
aa49-er-13.edgelist,27,67
aa49-er-14.edgelist,27,60
aa49-to-10.edgelist,27,43
aa49-to-11.edgelist,27,42
aa49-to-12.edgelist,27,44
aa49-to-13.edgelist,27,44
aa49-to-14.edgelist,27,43
aa50-ba-10.edgelist,113,540
aa50-ba-11.edgelist,113,540
aa50-ba-12.edgelist,113,540
aa50-ba-13.edgelist,113,540
aa50-ba-14.edgelist,113,540
aa50-cl-10.edgelist,113,455
aa50-cl-11.edgelist,113,478
aa50-cl-12.edgelist,113,452
aa50-cl-13.edgelist,113,454
aa50-cl-14.edgelist,113,456
aa50-er-10.edgelist,113,450
aa50-er-11.edgelist,113,475
aa50-er-12.edgelist,113,446
aa50-er-13.edgelist,113,475
aa50-er-14.edgelist,113,439
