dataset,vertices,edges
aa21-cl-14,31,79
aa21-cl-2,31,80
aa21-cl-3,31,94
aa21-cl-4,31,75
aa21-cl-5,31,75
aa21-cl-6,31,95
aa21-cl-7,31,81
aa21-cl-8,31,81
aa21-cl-9,31,80
aa21-er-0,31,86
aa21-er-1,31,90
aa21-er-10,31,94
aa21-er-11,31,90
aa21-er-12,31,79
aa21-er-13,31,92
aa21-er-14,31,80
aa21-er-2,31,87
aa21-er-3,31,84
aa21-er-4,31,95
aa21-er-5,31,94
aa21-er-6,31,106
aa21-er-7,31,103
aa21-er-8,31,77
aa21-er-9,31,108
aa21-to-0,31,63
aa21-to-1,31,68
aa21-to-10,31,67
aa21-to-11,31,67
aa21-to-12,31,55
aa21-to-13,31,70
aa21-to-14,31,56
aa21-to-2,31,73
aa21-to-3,31,63
aa21-to-4,31,72
aa21-to-5,31,73
aa21-to-6,31,76
aa21-to-7,31,79
aa21-to-8,31,58
aa21-to-9,31,89
aa22-ba-0,167,652
aa22-ba-1,167,652
aa22-ba-10,167,652
aa22-ba-11,167,652
aa22-ba-12,167,652
aa22-ba-13,167,652
aa22-ba-14,167,652
aa22-ba-2,167,652
aa22-ba-3,167,652
aa22-ba-4,167,652
aa22-ba-5,167,652
aa22-ba-6,167,652
aa22-ba-7,167,652
aa22-ba-8,167,652
aa22-ba-9,167,652
aa22-cl-0,167,621
aa22-cl-1,167,664
aa22-cl-10,167,650
aa22-cl-11,167,652
aa22-cl-12,167,648
aa22-cl-13,167,651
aa22-cl-14,167,624
aa22-cl-2,167,629
aa22-cl-3,167,627
aa22-cl-4,167,627
aa22-cl-5,167,607
aa22-cl-6,167,590
aa22-cl-7,167,609
aa22-cl-8,167,654
aa22-cl-9,167,582
aa22-er-0,167,705
aa22-er-1,167,683
aa22-er-10,167,647
aa22-er-11,167,674
aa22-er-12,167,616
aa22-er-13,167,630
aa22-er-14,167,614
aa22-er-2,167,653
aa22-er-3,167,636
aa22-er-4,167,638
aa22-er-5,167,650
aa22-er-6,167,667
aa22-er-7,167,644
aa22-er-8,167,648
aa22-er-9,167,682
aa22-to-0,167,402
aa22-to-1,167,402
aa22-to-10,167,370
aa22-to-11,167,369
aa22-to-12,167,351
aa22-to-13,167,360
aa22-to-14,167,353
aa22-to-2,167,386
aa22-to-3,167,360
aa22-to-4,167,389
aa22-to-5,167,402
aa22-to-6,167,416
aa22-to-7,167,370
aa22-to-8,167,376
aa22-to-9,167,414
aa23-ba-0,143,556
aa23-ba-1,143,556
aa23-ba-10,143,556
aa23-ba-11,143,556
aa23-ba-12,143,556
aa23-ba-13,143,556
aa23-ba-14,143,556
aa23-ba-2,143,556
aa23-ba-3,143,556
aa23-ba-4,143,556
aa23-ba-5,143,556
aa23-ba-6,143,556
aa23-ba-7,143,556
aa23-ba-8,143,556
aa23-ba-9,143,556
aa23-cl-0,143,458
aa23-cl-1,143,522
aa23-cl-10,143,518
aa23-cl-11,143,502
aa23-cl-12,143,518
aa23-cl-13,143,492
aa23-cl-14,143,498
aa23-cl-2,143,516
aa23-cl-3,143,503
aa23-cl-4,143,506
aa23-cl-5,143,461
aa23-cl-6,143,496
aa23-cl-7,143,492
aa23-cl-8,143,530
aa23-cl-9,143,483
aa23-er-0,143,552
aa23-er-1,143,549
aa23-er-10,143,501
aa23-er-11,143,517
aa23-er-12,143,472
aa23-er-13,143,501
aa23-er-14,143,488
aa23-er-2,143,522
aa23-er-3,143,498
aa23-er-4,143,484
aa23-er-5,143,497
aa23-er-6,143,543
aa23-er-7,143,511
aa23-er-8,143,502
aa23-er-9,143,530
aa23-to-0,143,340
aa23-to-1,143,313
aa23-to-10,143,310
aa23-to-11,143,321
aa23-to-12,143,281
aa23-to-13,143,309
aa23-to-14,143,292
aa23-to-2,143,317
aa23-to-3,143,305
aa23-to-4,143,289
aa23-to-5,143,296
aa23-to-6,143,340
aa23-to-7,143,335
aa23-to-8,143,310
aa23-to-9,143,343
aa24-ba-0,261,1280
aa24-ba-1,261,1280
aa24-ba-10,261,1280
aa24-ba-11,261,1280
aa24-ba-12,261,1280
aa24-ba-13,261,1280
aa24-ba-14,261,1280
aa24-ba-2,261,1280
aa24-ba-3,261,1280
aa24-ba-4,261,1280
aa24-ba-5,261,1280
aa24-ba-6,261,1280
aa24-ba-7,261,1280
aa24-ba-8,261,1280
aa24-ba-9,261,1280
aa24-cl-0,261,1120
aa24-cl-1,261,1094
aa24-cl-10,261,1081
aa24-cl-11,261,1117
aa24-cl-12,261,1116
aa24-cl-13,261,1105
aa24-cl-14,261,1023
aa24-cl-2,261,1092
aa24-cl-3,261,1046
aa24-cl-4,261,1097
aa24-cl-5,261,1144
aa24-cl-6,261,1108
aa24-cl-7,261,1050
aa24-cl-8,261,1067
aa24-cl-9,261,1090
aa24-er-0,261,1148
aa24-er-1,261,1173
aa24-er-10,261,1101
aa24-er-11,261,1132
aa24-er-12,261,1094
aa24-er-13,261,1112
aa24-er-14,261,1090
aa24-er-2,261,1128
aa24-er-3,261,1119
aa24-er-4,261,1108
aa24-er-5,261,1080
aa24-er-6,261,1123
aa24-er-7,261,1104
aa24-er-8,261,1103
aa24-er-9,261,1119
aa24-to-0,261,682
aa24-to-1,261,694
aa24-to-10,261,629
aa24-to-11,261,656
aa24-to-12,261,628
aa24-to-13,261,624
aa24-to-14,261,630
aa24-to-2,261,691
aa24-to-3,261,658
aa24-to-4,261,630
aa24-to-5,261,630
aa24-to-6,261,646
aa24-to-7,261,633
aa24-to-8,261,671
aa24-to-9,261,652
aa25-ba-0,15,14
aa25-ba-1,15,14
aa25-ba-10,15,14
aa25-ba-11,15,14
aa25-ba-12,15,14
aa25-ba-13,15,14
aa25-ba-14,15,14
aa25-ba-2,15,14
aa25-ba-3,15,14
aa25-ba-4,15,14
aa25-ba-5,15,14
aa25-ba-6,15,14
aa25-ba-7,15,14
aa25-ba-8,15,14
aa25-ba-9,15,14
aa25-cl-0,15,20
aa25-cl-1,15,10
aa25-cl-10,15,11
aa25-cl-11,15,12
aa25-cl-12,15,15
aa25-cl-13,15,14
aa25-cl-14,15,9
aa25-cl-2,15,15
aa25-cl-3,15,15
aa25-cl-4,15,15
aa25-cl-5,15,14
aa25-cl-6,15,12
aa25-cl-7,15,13
aa25-cl-8,15,15
aa25-cl-9,15,4
aa25-er-0,15,8
aa25-er-1,15,14
aa25-er-10,15,16
aa25-er-11,15,18
aa25-er-12,15,20
aa25-er-13,15,15
aa25-er-14,15,16
aa25-er-2,15,11
aa25-er-3,15,13
aa25-er-4,15,15
aa25-er-5,15,18
aa25-er-6,15,14
aa25-er-7,15,18
aa25-er-8,15,19
aa25-er-9,15,24
aa25-to-0,15,6
aa25-to-1,15,8
aa25-to-10,15,8
aa25-to-11,15,12
aa25-to-12,15,9
aa25-to-13,15,10
aa25-to-14,15,8
aa25-to-2,15,6
aa25-to-3,15,9
aa25-to-4,15,7
aa25-to-5,15,14
aa25-to-6,15,5
aa25-to-7,15,8
aa25-to-8,15,13
aa25-to-9,15,15
aa26-ba-0,95,276
aa26-ba-1,95,276
aa26-ba-10,95,276
aa26-ba-11,95,276
aa26-ba-12,95,276
aa26-ba-13,95,276
aa26-ba-14,95,276
aa26-ba-2,95,276
aa26-ba-3,95,276
aa26-ba-4,95,276
aa26-ba-5,95,276
aa26-ba-6,95,276
aa26-ba-7,95,276
aa26-ba-8,95,276
aa26-ba-9,95,276
aa26-cl-0,95,283
aa26-cl-1,95,278
aa26-cl-10,95,267
aa26-cl-11,95,292
aa26-cl-12,95,271
aa26-cl-13,95,282
aa26-cl-14,95,259
aa26-cl-2,95,282
aa26-cl-3,95,273
aa26-cl-4,95,284
aa26-cl-5,95,295
aa26-cl-6,95,269
aa26-cl-7,95,271
aa26-cl-8,95,287
aa26-cl-9,95,273
aa26-er-0,95,305
aa26-er-1,95,309
aa26-er-10,95,271
aa26-er-11,95,287
aa26-er-12,95,264
aa26-er-13,95,292
aa26-er-14,95,271
aa26-er-2,95,281
aa26-er-3,95,268
aa26-er-4,95,275
aa26-er-5,95,268
aa26-er-6,95,308
aa26-er-7,95,310
aa26-er-8,95,268
aa26-er-9,95,320
aa26-to-0,95,203
aa26-to-1,95,187
aa26-to-10,95,169
aa26-to-11,95,176
aa26-to-12,95,159
aa26-to-13,95,190
aa26-to-14,95,179
aa26-to-2,95,172
aa26-to-3,95,157
aa26-to-4,95,168
aa26-to-5,95,182
aa26-to-6,95,194
aa26-to-7,95,201
aa26-to-8,95,160
aa26-to-9,95,210
aa27-ba-0,120,351
aa27-ba-1,120,351
aa27-ba-10,120,351
aa27-ba-11,120,351
aa27-ba-12,120,351
aa27-ba-13,120,351
aa27-ba-14,120,351
aa27-ba-2,120,351
aa27-ba-3,120,351
aa27-ba-4,120,351
aa27-ba-5,120,351
aa27-ba-6,120,351
aa27-ba-7,120,351
aa27-ba-8,120,351
aa27-ba-9,120,351
aa27-cl-0,120,306
aa27-cl-1,120,356
aa27-cl-10,120,350
aa27-cl-11,120,321
aa27-cl-12,120,327
aa27-cl-13,120,307
aa27-cl-14,120,345
aa27-cl-2,120,319
aa27-cl-3,120,349
aa27-cl-4,120,307
aa27-cl-5,120,304
aa27-cl-6,120,323
aa27-cl-7,120,328
aa27-cl-8,120,344
aa27-cl-9,120,319
aa27-er-0,120,365
aa27-er-1,120,353
aa27-er-10,120,312
aa27-er-11,120,333
aa27-er-12,120,304
aa27-er-13,120,330
aa27-er-14,120,328
aa27-er-2,120,345
aa27-er-3,120,314
aa27-er-4,120,314
aa27-er-5,120,335
aa27-er-6,120,373
aa27-er-7,120,340
aa27-er-8,120,334
aa27-er-9,120,362
aa27-to-0,120,223
aa27-to-1,120,196
aa27-to-10,120,184
aa27-to-11,120,177
aa27-to-12,120,174
aa27-to-13,120,194
aa27-to-14,120,201
aa27-to-2,120,198
aa27-to-3,120,174
aa27-to-4,120,174
aa27-to-5,120,194
aa27-to-6,120,222
aa27-to-7,120,196
aa27-to-8,120,186
aa27-to-9,120,220
aa28-ba-0,167,966
aa28-ba-1,167,966
aa28-ba-10,167,966
aa28-ba-11,167,966
aa28-ba-12,167,966
aa28-ba-13,167,966
aa28-ba-14,167,966
aa28-ba-2,167,966
aa28-ba-3,167,966
aa28-ba-4,167,966
aa28-ba-5,167,966
aa28-ba-6,167,966
aa28-ba-7,167,966
aa28-ba-8,167,966
aa28-ba-9,167,966
aa28-cl-0,167,831
aa28-cl-1,167,831
aa28-cl-10,167,852
aa28-cl-11,167,841
aa28-cl-12,167,799
aa28-cl-13,167,840
aa28-cl-14,167,832
aa28-cl-2,167,841
aa28-cl-3,167,811
aa28-cl-4,167,836
aa28-cl-5,167,804
aa28-cl-6,167,796
aa28-cl-7,167,783
aa28-cl-8,167,762
aa28-cl-9,167,795
aa28-er-0,167,895
aa28-er-1,167,912
aa28-er-10,167,886
aa28-er-11,167,891
aa28-er-12,167,829
aa28-er-13,167,865
aa28-er-14,167,825
aa28-er-2,167,860
aa28-er-3,167,853
aa28-er-4,167,853
aa28-er-5,167,853
aa28-er-6,167,858
aa28-er-7,167,856
aa28-er-8,167,841
aa28-er-9,167,926
aa28-to-0,167,583
aa28-to-1,167,569
aa28-to-10,167,571
aa28-to-11,167,575
aa28-to-12,167,538
aa28-to-13,167,557
aa28-to-14,167,524
aa28-to-2,167,557
aa28-to-3,167,538
aa28-to-4,167,545
aa28-to-5,167,538
aa28-to-6,167,570
aa28-to-7,167,575
aa28-to-8,167,512
aa28-to-9,167,593
aa29-ba-0,277,1092
aa29-ba-1,277,1092
aa29-ba-10,277,1092
aa29-ba-11,277,1092
aa29-ba-12,277,1092
aa29-ba-13,277,1092
aa29-ba-14,277,1092
aa29-ba-2,277,1092
aa29-ba-3,277,1092
aa29-ba-4,277,1092
aa29-ba-5,277,1092
aa29-ba-6,277,1092
aa29-ba-7,277,1092
aa29-ba-8,277,1092
aa29-ba-9,277,1092
aa29-cl-0,277,1065
aa29-cl-1,277,1044
aa29-cl-10,277,1024
aa29-cl-11,277,1046
aa29-cl-12,277,1112
aa29-cl-13,277,1074
aa29-cl-14,277,1028
aa29-cl-2,277,1084
aa29-cl-3,277,1020
aa29-cl-4,277,1101
aa29-cl-5,277,1030
aa29-cl-6,277,1002
aa29-cl-7,277,1002
aa29-cl-8,277,998
aa29-cl-9,277,1043
aa29-er-0,277,1100
